audio_id,nazwa
0453,0453 - Hozier - Hozier - Like Real People Do (Official Audio)
0457,0457 - Golden Network - Ribs - Lorde (Lyrics)
0470,0470 - Hindi Zahra - Hindi Zahra - Any story (Official video)
0473,0473 - José González - José González - Stay Alive
0476,0476 - ELVETT - ELVETT ｜ MAN ｜ OFFICIAL VIDEO
0486,0486 - Billie Eilish - Billie Eilish - when the party's over
0488,0488 - Benjamin Clementine - Benjamin Clementine - London
0492,"0492 - Meek, Oh Why？ - Meek, Oh Why？ - Złote łezki (prod. BIESY x Meek)"
0493,0493 - Tajak - Micatone - Handbrake
0496,0496 - Benjamin Clementine - Difference
0503,0503 - Amason - Amason - I Want To Know What Love Is (Official Video) -
0505,0505 - undayrecords - Jan Verstraeten - Survivor
0516,0516 - Son Lux - Son Lux — ＂Easy＂ (Official Audio)
0519,0519 - Hindi Zahra - Beautiful Tango (Unplugged)
0525,0525 - Fever Ray - Fever Ray 'Keep The Streets Empty For Me'
0528,0528 - Marika Hackman - Marika Hackman - I Follow Rivers (Lykke Li Cover)
0530,0530 - Vladimir Dado Bera - Karl Blau - Let The World Go By
0531,0531 - Hayden Thorpe - Hayden Thorpe - Love Crimes (Official Video)
0535,0535 - Alison Mosshart - Alison Mosshart - It Ain't Water (Official Video)
0542,0542 - Clock Machine - Clock Machine - Heaven #ClockMachineLove
0543,0543 - otzeki - Otzeki - True Love
0552,0552 - Anita Lane - Bella Ciao
0557,0557 - TSU! - Yesterlove
0559,0559 - Yorina - Dry Your Tears
0560,0560 - Peter Gabriel - Peter Gabriel - Don't Give Up (ft. Kate Bush)
0561,0561 - betttyblue - Let's Pretend - Tindersticks
0569,0569 - Leonard Cohen - Leonard Cohen - The Partisan (Official Audio)
0572,0572 - DARKSIDE - Paper Trails
0575,0575 - unjdje - Emancipator - Rattlesnakes
0578,0578 - Trentemøller - Trentemøller： Miss You
0581,0581 - Tom Waits - Tom Waits - ＂Misery Is The River Of The World＂
0588,0588 - Kortez Oficjalny Kanał - KORTEZ - Hej Wy [VIDEO]
0592,0592 - Kortez Oficjalny Kanał - Kortez - Bumerang (Official Audio)
0593,0593 - Marble Sounds - Marble Sounds - Tout et Partout
0595,0595 - Hundreds - Flume (Bon Iver Cover)
0598,0598 - kasialins - Kasia Lins - Wiersz Ostatni
0604,0604 - officieldionysos - Dionysos - I Follow Rivers (Audio)
0608,0608 - Jeanne Added - Jeanne Added - Be Sensational (Audio)
0614,0614 - Night Time Stories - Leifur James - Mumma Don't Tell
0620,0620 - Sophie Zelmani - The Happy Woman Cries
0625,0625 - tzortzinious - Tango with Lions ~  In a Bar
0628,0628 - Hector Zazou，  Barbara Eramo & Stefano Saletti - I Feel Love
0630,0630 - Jan Garbarek - In Praise Of Dreams
0632,0632 - Trinidad Senolia - You Showed Me (Edit)
0634,0634 - Hundreds - Wonderful Life
0642,0642 - Japhlet Bire Attias - Comptine D'un Autre Ete： L'apres Midi
0644,"0644 - Pipilotti Rist, Anders Guggisberg - I am A Victim Of This Song"
0645,"0645 - Acollective, RABINO, Roy Rieck - Heart of Wool"
0650,0650 - Compost Records - Felix Laband - Getting Old
0662,0662 - i Kropka. - Jimmy Scott Nothing Compares 2 U
0675,0675 - VeNdOfficiel - Alain Bashung - Les Salines
0679,0679 - Universal Production Music - Take Me To The Water
0680,0680 - DRAMAS - DRAMAS - Bloodbath (Official Video)
0682,0682 - Wanda Y. & Oum Shatt - Oum Shatt - Power to the Women of the Morning Shift
0685,0685 - Lou Doillon - Left Behind
0688,0688 - Night Time Stories - Leifur James - Wurlitzer (Official Music Video)
0706,0706 - NextpopLabel - BOKKA - Town Of Strangers (Official Video)
0729,0729 - PeterSommerVEVO - Peter Sommer - Faret Vild i Den Samme Skov
0732,0732 - GeikeVEVO - Geike - Off Shore (Official Video)
0742,0742 - Balthazar - Balthazar - Fever
0748,0748 - Moss - Video Games
0749,0749 - kissingyourshadow - Janusz Radek - Kiedy U-kochanie
0762,0762 - Daylight Music - The Saxophones - Picture
0763,0763 - Máni Orrason - You're Acting Like a Fool
0765,0765 - Hurray for the Riff Raff - Jealous Guy
0766,0766 - KEXP - Andrew Bird - Are You Serious (Live on KEXP)
0772,0772 - Tom Waits - Tom Waits - ＂Underground＂
0774,0774 - melaniedebiasio - Melanie De Biasio - Your Freedom is the End Of Me «the arena of failed obsessions» (Official Video)
0782,0782 - Gaiea Sanskrit - Om Mani Padme Hum ｜ I Am Home
0787,0787 - Benjamin Clementine - Benjamin Clementine - Nemesis
0788,0788 - Holak - Holak – Po prostu pastelowe (Official Visualizer)
0789,0789 - Agnes Obel - Agnes Obel - Familiar (Official Video)
0790,"0790 - Federico Albanese - Federico Albanese, Ghostpoet - Feel Again"
0795,0795 - Indra Rios-Moore - Money
0799,0799 - Noir Désir - L'enfant roi
0811,0811 - Agnes Obel - Agnes Obel - The Curse (Berlin Live Session)
0812,0812 - Burberry acoustic (Restore) - Burberry Acoustic - L.A. Salami ＂When The Poet Sings＂
0814,"0814 - Trio SR9, Sandra Nkaké - Video Games (Radio edit)"
0816,0816 - UndergroundSun - Iyeoka – Baba (Official Audio)
0838,0838 - Bukahara - Bukahara - Stein (Official Video)
0852,0852 - Rey&Kjavik - Ÿuma - Smek (Rey&Kjavik Remix)
0855,0855 - Trickyofficial - Tricky - New Stole feat. Francesca Belmonte
0857,0857 - William Z. Villain - William Z  Villain -- Anybody Gonna Move？ (Official Video)
0859,0859 - Seayou Records - ATZUR - RUNNING (official video)
0863,0863 - Natalia Mateo - Take a Walk On the Wild Side
0864,0864 - Einstürzende Neubauten - Einstürzende Neubauten - The Garden (Official Video)
0869,0869 - Vera Sola - Vera Sola - The Colony (Official Video)
0870,0870 - Bree Tranter - Tuesday Fresh Cuts - Bree Tranter
0877,0877 - Palatine - PALATINE - BATON ROUGE (Clip officiel)
0879,0879 - NØ FØRMAT! - Nicolas Repac - In the land of Your soul
0881,0881 - TiwayoMusic - Tiwayo - Winter Shades (Acoustic)
0892,0892 - Sylvie Kreusch - Sylvie Kreusch - Belle (live)
0895,0895 - J.Bernardt - J. Bernardt - The Other Man (official video)
0905,0905 - Ran Nir - Ran Nir  - Obsession (Official Video)
