audio_number	audio_id	youtube_video_id	audio_artist	audio_title	audio_artist_parsed	audio_title_parsed	candidate_utwu_id	candidate_spotify_order	candidate_artist	candidate_title	candidate_artist_parsed	candidate_title_parsed	score	artist_score	title_score	gap_to_second	quality	second_utwu_id	second_artist	second_title	second_score
222	audio-0222	ut_igW6OOtE	Daria Zawiałow	Malinowy Chrusniak	daria zawialow	malinowy chrusniak	utwu-000740	199	Daria Zawiałow	Malinowy Chruśniak	daria zawiałow	malinowy chrusniak	0.9679	0.9286	1.0000	0.3808	high	utwu-000800	Daria Zawiałow	Szarówka	0.5871
223	audio-0223	mmMkCpSjqPo	Brodka	Krzyzowka dnia	brodka	krzyzowka dnia	utwu-000741	198	Brodka	Krzyzowka dnia	brodka	krzyzowka dnia	1.0000	1.0000	1.0000	0.3300	exact	utwu-000302	Brodka	Granda	0.6700
224	audio-0224	S7sN-cFhwuk	sanah	Szampan (Official Video)	sanah	szampan official video	utwu-000715	224	sanah	Szampan	sanah	szampan	1.0000	1.0000	1.0000	0.4869	exact	utwu-000454	Morse	Shaman	0.5131
225	audio-0225	qwi6POwtfnc	Balthazar	Bunker (Official Video)	balthazar	bunker official video	utwu-000716	223	Balthazar	Bunker	balthazar	bunker	1.0000	1.0000	1.0000	0.3300	exact	utwu-000119	Balthazar	True Love	0.6700
226	audio-0226	sSD9ePFUkvM	Nothing But Thieves	Is Everybody Going Crazy? (Official Video)	nothing but thieves	is everybody going crazy official video	utwu-000717	222	Nothing But Thieves	Is Everybody Going Crazy?	nothing but thieves	is everybody going crazy	1.0000	1.0000	1.0000	0.5911	exact	utwu-000044	Peter Gabriel	My Body Is A Cage	0.4089
227	audio-0227	5hMCc9_rCMI	Rag'n'Bone Man	Be the Man (Official Audio)	rag n bone man	be the man official audio	utwu-000718	221	Rag'n'Bone Man	Be the Man	rag n bone man	be the man	1.0000	1.0000	1.0000	0.2567	exact	utwu-000012	Rag'n'Bone Man	Human	0.7433
229	audio-0229	0AMQKQ3nSHg	Elias Dris	BEATNIK OR NOT TO BE (official video)	elias dris	beatnik or not to be official video	utwu-000691	248	Elias Dris	BEATNIK OR NOT TO BE	elias dris	beatnik or not to be	1.0000	1.0000	1.0000	0.5279	exact	utwu-000680	Elina Duni	Amara Terra Mia	0.4721
230	audio-0230	hQE4DDvKLtg	The Flabbies	Nosedive	the flabbies	nosedive	utwu-000692	247	The Flabbies	Nosedive	the flabbies	nosedive	1.0000	1.0000	1.0000	0.4534	exact	utwu-000407	The Bees	Winter Rose	0.5466
232	audio-0232	eg6oam97C3g	Kapitan Korsakov	In the Shade of the Sun (music video)	kapitan korsakov	in the shade of the sun music video	utwu-000694	245	Kapitan Korsakov	In the Shade of the Sun	kapitan korsakov	in the shade of the sun	1.0000	1.0000	1.0000	0.5323	exact	utwu-000281	Carmen McRae	The Sound of Silence	0.4677
233	audio-0233	R9jQwMXQvmE	Apes & Horses	The Fields	apes horses	the fields	utwu-000695	244	Apes & Horses	The Fields	apes | horses	the fields	1.0000	1.0000	1.0000	0.4147	exact	utwu-000439	Frazey Ford	September Fields	0.5853
234	audio-0234	RNLfatf7cxY	Flunk	Queen Of The Undergound	flunk	queen of the undergound	utwu-000696	243	Flunk	Queen of the Underground	flunk	queen of the underground	0.9883	1.0000	0.9787	0.4042	high	utwu-000679	Flunk	Chemistry and Math	0.5841
236	audio-0236	Lv9pP_QeVFM	Husky Rescue	New Light Of Tomorrow	husky rescue	new light of tomorrow	utwu-000698	241	Husky Rescue	New Light of Tomorrow	husky rescue	new light of tomorrow	1.0000	1.0000	1.0000	0.5283	exact	utwu-000456	Soko	We Might Be Dead By Tomorrow	0.4717
238	audio-0238	6NyOpDc6q_w	Ran Nir	I Am With You (Alt-Mix By Ran Nir)	ran nir	i am with you alt mix by ran nir	utwu-000703	236	Ran Nir	I Am With You - Alt-Mix By Ran Nir	ran nir	i am with you alt mix by ran nir	1.0000	1.0000	1.0000	0.4695	exact	utwu-000356	Ran Nir	Obsession	0.5305
239	audio-0239	aKB-mXWxo8A	Maxwell Farrington & Le SuperHomard	We, Us the Pharaohs [OFFICIAL VIDEO]	maxwell farrington le superhomard	we us the pharaohs official video	utwu-000704	235	Maxwell Farrington, Le SuperHomard	We, Us The Pharaohs	maxwell farrington | le superhomard	we us the pharaohs	1.0000	1.0000	1.0000	0.5269	exact	utwu-000546	Joel Corry, Da Hool	The Parade	0.4731
240	audio-0240	MevB9Nhxh4c	NASSER	Love (Official Video)	nasser	love official video	utwu-000705	234	Nasser	Love	nasser	love	1.0000	1.0000	1.0000	0.2786	exact	utwu-000644	Of Monsters and Men	Love Love Love	0.7214
241	audio-0241	9uCp7lDMiro	Nick Mulvey	Moment Of Surrender	nick mulvey	moment of surrender	utwu-000706	233	Nick Mulvey	Moment Of Surrender	nick mulvey	moment of surrender	1.0000	1.0000	1.0000	0.5443	exact	utwu-000721	Pink Floyd	Marooned - 2011 Remaster	0.4557
242	audio-0242	_UwsP3ioiks	Loma	Half Silences [OFFICIAL VIDEO]	loma	half silences official video	utwu-000707	232	Loma	Half Silences	loma	half silences	1.0000	1.0000	1.0000	0.5054	exact	utwu-000769	Coma	Leszek Żukowski	0.4946
243	audio-0243	FWIkfRy3ujI	Pitou	I Fall Asleep So Fast	pitou	i fall asleep so fast	utwu-000708	231	Pitou	I Fall Asleep So Fast	pitou	i fall asleep so fast	1.0000	1.0000	1.0000	0.6056	exact	utwu-000523	Sophie Hunger	There Is Still Pain Left	0.3944
244	audio-0244	QGUkivMEoJM	Magda Ruta	Nie wiem czy będę (Official Video)	magda ruta	nie wiem czy bede official video	utwu-000709	230	Magda Ruta	Nie Wiem Czy Będę	magda ruta	nie wiem czy bede	1.0000	1.0000	1.0000	0.4721	exact	utwu-000293	Magda Umer	Oczy Tej Małej	0.5279
245	audio-0245	nV8FGJNQqyM	Ralph Kaminski	Kosmiczne Energie (Official Video)	ralph kaminski	kosmiczne energie official video	utwu-000710	229	Ralph Kaminski	Kosmiczne Energie	ralph kaminski	kosmiczne energie	1.0000	1.0000	1.0000	0.4625	exact	utwu-000923	LP	One Like You	0.5375
246	audio-0246	8NLkbgPh844	Patrycja Kosiarkiewicz	Ale	patrycja kosiarkiewicz	ale	utwu-000711	228	Patrycja Kosiarkiewicz	Ale	patrycja kosiarkiewicz	ale	1.0000	1.0000	1.0000	0.4551	exact	utwu-000334	Luca Wilding	Wales	0.5449
248	audio-0248	Ck8wFOP_BRw	Zdzislawa Sosnicka	Pozegnanie z bajką	zdzislawa sosnicka	pozegnanie z bajka	utwu-000712	227	Zdzisława Sośnicka	Pożegnanie Z Bajką	zdzisława sosnicka	pozegnanie z bajka	0.9750	0.9444	1.0000	0.3841	high	utwu-000194	Coma	Pożegnanie z bajką	0.5909
249	audio-0249	WTgauGO6A5k	Smith & Burrows	All The Best Moves	smith burrows	all the best moves	utwu-000713	226	Smith & Burrows	All The Best Moves	smith | burrows	all the best moves	1.0000	1.0000	1.0000	0.5501	exact	utwu-000498	J.Bernardt	The Question	0.4499
250	audio-0250	rR3shg_IuFE	Jaguar Jaguar	So Long (official video)	jaguar jaguar	so long official video	utwu-000714	225	Jaguar Jaguar	So Long	jaguar jaguar	so long	1.0000	1.0000	1.0000	0.4767	exact	utwu-000724	Jaguar Jaguar	My Guess	0.5233
